file_path,refactoring_type,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha,commit_idx,refactoring_idx,description,has_left_locations,has_right_locations
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Extract Method,14,1,1,e6c9306615f1ecb1c375eda4df01efe3dd901cd9,17,0,Extract Method private fetchAttributes() : FileAttributes extracted from public is(property VFileProperty) : boolean in class com.intellij.openapi.vfs.newvfs.TransientVirtualFileImpl,True,True
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Replace Attribute With Variable,1,1,1,e6c9306615f1ecb1c375eda4df01efe3dd901cd9,17,1,Replace Attribute With Variable fileSystem : NewVirtualFileSystem to attributes : FileAttributes in method public isWritable() : boolean from class com.intellij.openapi.vfs.newvfs.TransientVirtualFileImpl,True,True
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Rename Attribute,1,1,1,e6c9306615f1ecb1c375eda4df01efe3dd901cd9,17,2,Rename Attribute cachedFlags : long to cachedAttributes : FileAttributes in class com.intellij.openapi.vfs.newvfs.TransientVirtualFileImpl,True,True
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Change Attribute Type,1,1,1,e6c9306615f1ecb1c375eda4df01efe3dd901cd9,17,3,Change Attribute Type cachedFlags : long to cachedAttributes : FileAttributes in class com.intellij.openapi.vfs.newvfs.TransientVirtualFileImpl,True,True
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Remove Attribute Modifier,1,1,1,e6c9306615f1ecb1c375eda4df01efe3dd901cd9,17,4,Remove Attribute Modifier transient in attribute private cachedFlags : long from class com.intellij.openapi.vfs.newvfs.TransientVirtualFileImpl,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,0,Add Attribute Annotation @NotNull in attribute private myEditor : Editor from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,1,Add Attribute Annotation @NotNull in attribute private handler : CodeCompletionHandlerBase from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,2,Add Attribute Annotation @NotNull in attribute private myArranger : CompletionLookupArrangerImpl from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,3,Add Attribute Annotation @NotNull in attribute private myCompletionType : CompletionType from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,4,Add Attribute Annotation @NotNull in attribute private myHostOffsets : OffsetsInFile from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,5,Add Attribute Annotation @NotNull in attribute private lookup : LookupImpl from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,19,6,Add Attribute Annotation @NotNull in attribute private queue : MergingUpdateQueue from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
