file_path,refactoring_type,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
connect/runtime/src/main/java/org/apache/kafka/connect/runtime/AbstractHerder.java,Add Method Annotation,103,1,1,f4fe6064cc2f52555dc5a39ded342ef439eb599a
core/src/main/java/kafka/server/share/SharePartitionManager.java,Parameterize Variable,1,1,1,54003fe00ddf8e701798e08f156b2bf341b585cc
clients/src/main/java/org/apache/kafka/clients/producer/internals/TransactionManager.java,Add Parameter,9,1,1,f7f3cffb48369b92cc4f75a17e694741dd094616
core/src/main/java/kafka/log/remote/RemoteLogManager.java,Add Parameter,15,1,1,139e5b15a1ca1c369b7f42842da8c69caa10d09f
core/src/test/java/kafka/test/api/ShareConsumerTest.java,Parameterize Variable,1,1,1,9e60fcc87f2f74561a6ece97ed0774a8e42455a2
streams/src/main/java/org/apache/kafka/streams/kstream/internals/graph/StreamStreamJoinNode.java,Add Parameter,31,1,1,ef2e4600f37316fee5f688972339e7ae6b8b6cd9
connect/runtime/src/main/java/org/apache/kafka/connect/runtime/SinkConnectorConfig.java,Inline Attribute,6,1,1,f4fe6064cc2f52555dc5a39ded342ef439eb599a
streams/src/main/java/org/apache/kafka/streams/processor/internals/StreamThread.java,Extract Variable,12,1,1,6cdb8c352a8ae4e77e30f486390970aecb1d970a
streams/src/test/java/org/apache/kafka/streams/state/internals/MeteredSessionStoreTest.java,Add Method Annotation,5,1,1,8c21857877df4ea6f4602d65dadd3232393ad3bb
clients/src/main/java/org/apache/kafka/clients/admin/ConsumerGroupDescription.java,Add Parameter,17,1,1,c8380ae77950bbd2161cf14cbdeb007562655f2f
raft/src/test/java/org/apache/kafka/raft/KafkaRaftClientSnapshotTest.java,Assert Throws,1,1,1,3a9777a667620c5f926176452744c751df4dac17
streams/src/main/java/org/apache/kafka/streams/processor/internals/InternalTopologyBuilder.java,Remove Method Annotation,1,1,1,6cdb8c352a8ae4e77e30f486390970aecb1d970a
raft/src/main/java/org/apache/kafka/raft/UnattachedState.java,Extract Method,33,1,1,b73e31eb1597bc55d59096b28a5a3e1b4d2ecc9a
core/src/test/java/kafka/test/api/ShareConsumerTest.java,Remove Method Annotation,1,1,1,9e60fcc87f2f74561a6ece97ed0774a8e42455a2
streams/src/test/java/org/apache/kafka/test/NoOpReadOnlyStore.java,Rename Parameter,1,1,1,8c21857877df4ea6f4602d65dadd3232393ad3bb
raft/src/test/java/org/apache/kafka/raft/KafkaRaftClientSnapshotTest.java,Assert Throws,1,1,1,3a9777a667620c5f926176452744c751df4dac17
