file_path,refactoring_type,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha,commit_idx,refactoring_idx,description,has_left_locations,has_right_locations
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Method,109,10,5,fa299d562f733d636bd58a58db1db9613322d4cd,85,85,Extract Method private modifyAndSaveDocument(virtualFile VirtualFile) : void extracted from public testHugeAmountOfChangedDocumentsMustNotBeHardRetainedByAnybody() : void in class com.intellij.psi.impl.PsiDocumentManagerImplTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,41,10,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,30,30,"Add Parameter Annotation @NotNull in parameter project : Project in method private showErrorHint(project Project, editor Editor, text String) : LightweightHint from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,7,2,1,882da60d891257a4ec7dcd3de8274a67b1efc8bf,94,94,Add Method Annotation @NotNull in method public createHandler(completionType CompletionType) : CodeCompletionHandlerBase from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase,True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,7,2,1,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,55,55,Change Method Access Modifier public to package in method package map() : void from class com.intellij.util.EnvironmentUtilTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,3,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,9,9,Add Attribute Annotation @NotNull in attribute private myHostOffsets : OffsetsInFile from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,29,9,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,33,33,"Add Parameter Annotation @NotNull in parameter initContext : CompletionInitializationContext in method private calculateItems(initContext CompletionInitializationContext, weigher WeighingDelegate, parameters CompletionParameters) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,9,3,1,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,62,62,Change Method Access Modifier public to package in method package testParentFoo() : void from class com.intellij.util.EnvironmentUtilTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,17,5,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,25,25,Add Parameter Annotation @NotNull in parameter item : LookupElement in method private isAlreadyInTheEditor(item LookupElement) : boolean from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,21,7,2,391f4f62f4ad8e77541aff22992694daa46360ca,119,119,"Add Parameter Annotation @NotNull in parameter indicator : CompletionProgressIndicator in method package NoSuggestionsHint(hint LightweightHint, indicator CompletionProgressIndicator) from class com.intellij.codeInsight.completion.CompletionPhase.NoSuggestionsHint",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,11,3,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,28,28,"Add Parameter Annotation @NotNull in parameter restartCondition : ElementPattern<String> in method public addWatchedPrefix(startOffset int, restartCondition ElementPattern<String>) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,13,4,1,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,66,66,Change Method Access Modifier public to package in method package testTransitive() : void from class com.intellij.util.EnvironmentUtilTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Method Annotation,10,3,1,a3f1066d5bf1c449e157123b225b10550a67358e,122,122,"Add Method Annotation @RequiresBackgroundThread in method public loadContributorsOutsideEdt(editor Editor, file PsiFile) : void from class com.intellij.codeInsight.completion.CompletionPhase.CommittingDocuments",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,3,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,5,5,Add Attribute Annotation @NotNull in attribute private myEditor : Editor from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Variable Type,8,2,4,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,65,65,Change Variable Type list : List<String> to list : var in method package testTransitive() : void from class com.intellij.util.EnvironmentUtilTest,True,True
json/backend/src/com/jetbrains/jsonSchema/impl/fixes/AddMissingPropertyFix.java,Extract Variable,5,1,2,e6875fbbef6976e52cd157436e95963e0b11982e,70,70,"Extract Variable context : PsiElement in method public performFixInner(element PsiElement, newElementRef Ref<PsiElement>) : void from class com.jetbrains.jsonSchema.impl.fixes.AddMissingPropertyFix",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,113,10,2,26764034139143fafc541bd07faf69712da05db8,39,39,"Add Parameter Annotation @NotNull in parameter indicator : CompletionProgressIndicator in method protected completionFinished(indicator CompletionProgressIndicator, hasModifiers boolean) : void from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
plugins/kotlin/idea/tests/test/org/jetbrains/kotlin/idea/inspections/LocalInspectionTestGenerated.java,Move Class,66,10,1,f6c74ffa8d315ac4d88b7bfa56d314faa3df6740,49,49,Move Class org.jetbrains.kotlin.idea.inspections.LocalInspectionTestGenerated.ReplaceToStringWithStringTemplate moved to org.jetbrains.kotlin.idea.codeInsight.inspections.shared.SharedK1LocalInspectionTestGenerated.ReplaceToStringWithStringTemplate,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,29,9,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,35,35,"Add Parameter Annotation @NotNull in parameter parameters : CompletionParameters in method private calculateItems(initContext CompletionInitializationContext, weigher WeighingDelegate, parameters CompletionParameters) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,91,10,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,16,16,"Add Parameter Annotation @NotNull in parameter initContext : CompletionInitializationContext in method private duringCompletion(initContext CompletionInitializationContext, parameters CompletionParameters) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
plugins/hg4idea/testSrc/org/zmlx/hg4idea/test/HgMoveTest.java,Change Variable Type,2,1,1,88828ba67642ae9b36756889de4d445b5bb15fe9,68,68,Change Variable Type unversionedFile : File to unversionedFile : VirtualFile in method public testMoveUnversionedFile() : void from class org.zmlx.hg4idea.test.HgMoveTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,29,9,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,34,34,"Add Parameter Annotation @NotNull in parameter weigher : WeighingDelegate in method private calculateItems(initContext CompletionInitializationContext, weigher WeighingDelegate, parameters CompletionParameters) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Remove Parameter Modifier,78,10,2,391f4f62f4ad8e77541aff22992694daa46360ca,115,115,Remove Parameter Modifier final in parameter indicator : CompletionProgressIndicator in method public BgCalculation(indicator CompletionProgressIndicator) from class com.intellij.codeInsight.completion.CompletionPhase.BgCalculation,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,3,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,7,7,Add Attribute Annotation @NotNull in attribute private myArranger : CompletionLookupArrangerImpl from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,13,4,2,391f4f62f4ad8e77541aff22992694daa46360ca,118,118,"Add Parameter Annotation @NotNull in parameter restorePrefix : Runnable in method package InsertedSingleItem(indicator CompletionProgressIndicator, restorePrefix Runnable) from class com.intellij.codeInsight.completion.CompletionPhase.InsertedSingleItem",True,True
platform/testFramework/src/com/intellij/testFramework/fixtures/EditorTestFixture.java,Add Parameter Annotation,13,4,2,26764034139143fafc541bd07faf69712da05db8,43,43,"Add Parameter Annotation @NotNull in parameter indicator : CompletionProgressIndicator in method protected completionFinished(indicator CompletionProgressIndicator, hasModifiers boolean) : void from class com.intellij.testFramework.fixtures.EditorTestFixture.complete.invokeAndWait.executeCommand.handler.new CodeCompletionHandlerBase",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,13,4,1,882da60d891257a4ec7dcd3de8274a67b1efc8bf,95,95,"Add Method Annotation @NotNull in method public createHandler(completionType CompletionType, invokedExplicitly boolean, autopopup boolean, synchronous boolean) : CodeCompletionHandlerBase from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
platform/platform-impl/src/com/intellij/openapi/progress/impl/CheckCanceledEvent.java,Add Class Annotation,94,10,1,221242a510cce7c2ad2389c10ede8b2f5e9183ca,69,69,Add Class Annotation @StackTrace(false) in class com.intellij.openapi.progress.impl.CheckCanceledEvent,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,69,10,2,3b9fba495ef71321782639cb8cf08a0fce099274,100,100,"Add Parameter Annotation @NotNull in parameter initContext : CompletionInitializationContextImpl in method private trySynchronousCompletion(initContext CompletionInitializationContextImpl, hasModifiers boolean, startingTime long, indicator CompletionProgressIndicator, hostCopyOffsets OffsetsInFile) : void from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Change Method Access Modifier,6,2,1,26aa6dc4def83c2150aa99fce863953a1bd3ccde,105,105,Change Method Access Modifier public to package in method package Synchronous(indicator CompletionProgressIndicator) from class com.intellij.codeInsight.completion.CompletionPhase.Synchronous,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,3,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,8,8,Add Attribute Annotation @NotNull in attribute private myCompletionType : CompletionType from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/analysis-impl/src/com/intellij/codeInsight/completion/CompletionProcessEx.java,Rename Parameter,2,1,1,9075c2868897995aed0dfa7c7a29afab9eec0202,13,13,"Rename Parameter aChar : char to completionChar : char in method public itemSelected(item LookupElement, completionChar char) : void from class com.intellij.codeInsight.completion.CompletionProcessEx",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,59,10,2,391f4f62f4ad8e77541aff22992694daa46360ca,109,109,"Add Parameter Annotation @NotNull in parameter initContext : CompletionInitializationContextImpl in method private scheduleContributorsAfterAsyncCommit(initContext CompletionInitializationContextImpl, indicator CompletionProgressIndicator, hasModifiers boolean) : void from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Change Attribute Type,2,1,1,e6c9306615f1ecb1c375eda4df01efe3dd901cd9,3,3,Change Attribute Type cachedFlags : long to cachedAttributes : FileAttributes in class com.intellij.openapi.vfs.newvfs.TransientVirtualFileImpl,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,91,10,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,17,17,"Add Parameter Annotation @NotNull in parameter parameters : CompletionParameters in method private duringCompletion(initContext CompletionInitializationContext, parameters CompletionParameters) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,69,10,2,5fed472b7c331401b1a279ac5b0660a565d4eec4,38,38,"Add Parameter Annotation @NotNull in parameter hostCopyOffsets : OffsetsInFile in method private trySynchronousCompletion(initContext CompletionInitializationContextImpl, hasModifiers boolean, startingTime long, indicator CompletionProgressIndicator, hostCopyOffsets OffsetsInFile) : void from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
platform/xdebugger-impl/src/com/intellij/xdebugger/impl/ui/tree/nodes/XEvaluationCallbackWithOrigin.java,Add Class Annotation,14,4,1,e98d6fd3593c34427bb5233f0aef64ca80270f59,72,72,Add Class Annotation @ApiStatus.Internal in class com.intellij.xdebugger.impl.ui.tree.nodes.XEvaluationCallbackWithOrigin,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,27,9,1,882da60d891257a4ec7dcd3de8274a67b1efc8bf,97,97,"Add Method Annotation @NotNull in method public createHandler(completionType CompletionType, invokedExplicitly boolean, autopopup boolean, synchronous boolean, actionId String) : CodeCompletionHandlerBase from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,3,1,1,d9a633b5b56343ae7667ee877387e894c48dd5a2,6,6,Add Attribute Annotation @NotNull in attribute private handler : CodeCompletionHandlerBase from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Parameter,14,4,3,dbd4a6b928d91015838b32e6446f110f1afb585d,80,80,"Rename Parameter groups : List<AnAction> to actions : List<AnAction> in method public createActionGroupPanel(actions List<AnAction>, backAction Runnable, parentDisposable Disposable) : Pair<JPanel,JBList<AnAction>> from class com.intellij.openapi.wm.impl.welcomeScreen.ActionGroupPanelWrapper",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Change Method Access Modifier,6,2,1,26aa6dc4def83c2150aa99fce863953a1bd3ccde,107,107,Change Method Access Modifier public to package in method package ItemsCalculated(indicator CompletionProgressIndicator) from class com.intellij.codeInsight.completion.CompletionPhase.ItemsCalculated,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,59,10,2,391f4f62f4ad8e77541aff22992694daa46360ca,110,110,"Add Parameter Annotation @NotNull in parameter indicator : CompletionProgressIndicator in method private scheduleContributorsAfterAsyncCommit(initContext CompletionInitializationContextImpl, indicator CompletionProgressIndicator, hasModifiers boolean) : void from class com.intellij.codeInsight.completion.CodeCompletionHandlerBase",True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Modify Method Annotation,9,3,2,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,54,54,Modify Method Annotation @Test(timeout = 30000) to @Test in method package map() : void from class com.intellij.util.EnvironmentUtilTest,True,True
plugins/kotlin/idea/tests/test/org/jetbrains/kotlin/idea/inspections/LocalInspectionTestGenerated.java,Modify Class Annotation,68,10,2,f6c74ffa8d315ac4d88b7bfa56d314faa3df6740,50,50,"Modify Class Annotation @TestMetadata(""testData/inspectionsLocal/replaceToStringWithStringTemplate"") to @TestMetadata(""../testData/inspectionsLocal/replaceToStringWithStringTemplate"") in class org.jetbrains.kotlin.idea.codeInsight.inspections.shared.SharedK1LocalInspectionTestGenerated.ReplaceToStringWithStringTemplate",True,True
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Rename Method,21,7,1,fa299d562f733d636bd58a58db1db9613322d4cd,83,83,Rename Method private genRandomString(length int) : String renamed to private genRandomWords(length int) : String in class com.intellij.psi.impl.PsiDocumentManagerImplTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Extract Method,242,10,5,b3aaca1310eb726ba2cacb650296fae7792b92f1,46,46,Extract Method private restartOnWriteAction() : void extracted from package BgCalculation(indicator CompletionProgressIndicator) in class com.intellij.codeInsight.completion.CompletionPhase.BgCalculation,True,True
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Rename Method,91,10,1,fa299d562f733d636bd58a58db1db9613322d4cd,84,84,Rename Method public testHugeAmountOfChangedDocumentsMustNotBeHardRetainedByAnybody() : void renamed to public testChangedDocumentMustNotBeHardRetainedByDocumentCommit2() : void in class com.intellij.psi.impl.PsiDocumentManagerImplTest,True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Variable Type,4,1,2,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,61,61,Change Variable Type list : List<String> to list : var in method package testParentFoo() : void from class com.intellij.util.EnvironmentUtilTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,16,5,2,391f4f62f4ad8e77541aff22992694daa46360ca,121,121,"Add Parameter Annotation @NotNull in parameter restartingPrefixConditions : Set<? extends Pair<Integer,ElementPattern<String>>> in method package EmptyAutoPopup(editor Editor, restartingPrefixConditions Set<? extends Pair<Integer,ElementPattern<String>>>) from class com.intellij.codeInsight.completion.CompletionPhase.EmptyAutoPopup",True,True
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,20,6,4,dbd4a6b928d91015838b32e6446f110f1afb585d,79,79,"Rename Variable group : AnAction to action : AnAction in method public createActionGroupPanel(actions List<AnAction>, backAction Runnable, parentDisposable Disposable) : Pair<JPanel,JBList<AnAction>> from class com.intellij.openapi.wm.impl.welcomeScreen.ActionGroupPanelWrapper",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,9,3,2,5f5b00a7ff86c2b12f5d2092244690b226e75a3f,98,98,Add Parameter Annotation @NotNull in parameter indicator : CompletionProgressIndicator in method package Synchronous(indicator CompletionProgressIndicator) from class com.intellij.codeInsight.completion.CompletionPhase.Synchronous,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,63,10,2,26764034139143fafc541bd07faf69712da05db8,41,41,Add Parameter Annotation @NotNull in parameter item : CompletionResult in method private addItemToLookup(item CompletionResult) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Variable Type,4,1,2,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,58,58,Change Variable Type escaped : String to escaped : var in method package testPath() : void from class com.intellij.util.EnvironmentUtilTest,True,True
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Rename Variable,21,7,2,fa299d562f733d636bd58a58db1db9613322d4cd,90,90,Rename Variable vFile : VirtualFile to psiFile : PsiFile in method private createTempFiles(N int) : List<PsiFile> from class com.intellij.psi.impl.PsiDocumentManagerImplTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,39,10,2,c177e3bf87bae432d247cff0012c1dc2ff218ba8,48,48,Add Parameter Annotation @NotNull in parameter initContext : CompletionInitializationContext in method package runContributors(initContext CompletionInitializationContext) : void from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Variable,20,6,1,fa299d562f733d636bd58a58db1db9613322d4cd,88,88,Extract Variable psiFile : PsiFile in method private createTempFiles(N int) : List<PsiFile> from class com.intellij.psi.impl.PsiDocumentManagerImplTest,True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,16,5,2,391f4f62f4ad8e77541aff22992694daa46360ca,120,120,"Add Parameter Annotation @NotNull in parameter editor : Editor in method package EmptyAutoPopup(editor Editor, restartingPrefixConditions Set<? extends Pair<Integer,ElementPattern<String>>>) from class com.intellij.codeInsight.completion.CompletionPhase.EmptyAutoPopup",True,True
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,29,9,1,da0bb5526d5033e9b6607221e8f1d290a4b9f1b4,57,57,Change Method Access Modifier public to package in method package parse() : void from class com.intellij.util.EnvironmentUtilTest,True,True
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Method,40,10,1,dbd4a6b928d91015838b32e6446f110f1afb585d,75,75,"Rename Method private flattenActionGroups(actionGroup ActionGroup, event AnActionEvent) : List<AnAction> renamed to private getFlattenedActionGroups(actionGroup ActionGroup, event AnActionEvent) : List<AnAction> in class com.intellij.openapi.wm.impl.welcomeScreen.ActionGroupPanelWrapper",True,True
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,25,8,2,6e96835a5997dfc842a223fe473363aeb2be4f4d,32,32,Add Parameter Annotation @NotNull in parameter parameters : CompletionParameters in method public shouldPreselectFirstSuggestion(parameters CompletionParameters) : boolean from class com.intellij.codeInsight.completion.CompletionProgressIndicator,True,True
